ROC-AUC,ROC-AUC_std,PR-AUC,PR-AUC_std,valid_ROC-AUC,valid_ROC-AUC_std,valid_PR-AUC,valid_PR-AUC_std,n_train,n_valid,n_test,dataset,features,model
0.8186813186813188,0.0,0.34974493756355785,0.0,0.8929864253393663,1.1102230246251565e-16,0.5488579829218694,0.0,1034,147,297,clintox,rdkit2d,logistic
0.7803418803418805,0.02210018534249817,0.3555741613227148,0.016384309708180278,0.884977375565611,0.012068476436683946,0.49085726937442137,0.04961779282610324,1034,147,297,clintox,rdkit2d,rf
0.6932234432234432,0.0,0.23456130734883712,2.7755575615628914e-17,0.7916289592760182,0.0,0.25835776793757514,0.0,1034,147,297,clintox,chemberta,logistic
0.6689102564102564,0.021387495025358676,0.18284074596177774,0.01563770223851537,0.7552488687782806,0.029282136897552984,0.28831507067794415,0.014936678853461293,1034,147,297,clintox,chemberta,rf
0.8636363636363636,0.0,0.5727272727272726,0.0,0.8869565217391304,0.0,0.7658119658119658,0.0,196,28,56,carcinogens,rdkit2d,logistic
0.8064646464646466,0.02190405845402796,0.577989212199892,0.04019112457009034,0.8034782608695652,0.03427896233813393,0.718653252034057,0.013174887106910766,196,28,56,carcinogens,rdkit2d,rf
0.6858585858585858,0.0,0.45010584243342866,0.0,0.808695652173913,0.0,0.7434782608695651,0.0,196,28,56,carcinogens,chemberta,logistic
0.7870707070707071,0.014987666255346584,0.5494185752093508,0.031846270584261274,0.8426086956521738,0.026998564689147887,0.7380234765234764,0.02264661052943389,196,28,56,carcinogens,chemberta,rf
