feature,mean_abs_shap
feat_456,0.011021229307810338
feat_366,0.010466269750592202
feat_479,0.008852661539918422
feat_301,0.007750327835330285
feat_630,0.007277154714510704
feat_411,0.006857532259769103
feat_735,0.006657708491518051
feat_718,0.006607911169945703
feat_234,0.0064793262772911905
feat_97,0.006200935665275918
feat_194,0.006154432587469429
feat_157,0.005998462848977504
feat_457,0.005864593368610826
feat_238,0.005817214093354014
feat_688,0.00556456437838468
