feature,mean_abs_shap
feat_573,0.14285849504248163
feat_35,0.13758065629190117
feat_624,0.1361328479737871
feat_606,0.13449507955893714
feat_729,0.129561544818237
feat_104,0.12850344327349894
feat_406,0.12073352574805188
feat_116,0.11667691936348315
feat_710,0.11562109111441125
feat_550,0.1137909739346849
feat_449,0.11208301671617678
feat_96,0.10887069423550881
feat_504,0.10820159921622725
feat_510,0.10701826669414448
feat_548,0.10652868088325457
