feature,mean_abs_shap
feat_486,0.0038899249302292195
feat_402,0.0031472957399051277
feat_309,0.0029871869291347017
feat_53,0.0027208362793152674
feat_346,0.002683959701769643
feat_666,0.0026621985973041096
feat_233,0.0023931229785752774
feat_506,0.0023187526054743134
feat_559,0.002192567113924312
feat_747,0.002034184172525504
feat_513,0.001957727183514951
feat_456,0.001913117259879234
feat_624,0.0018766796985653072
feat_629,0.0018736003675226577
feat_290,0.0018045399526978637
