feature,mean_abs_shap
Ipc,8.451270880654196
fr_ether,1.843183079774368
SlogP_VSA3,1.3536327404521862
SlogP_VSA4,1.1654208230565049
fr_Ar_N,1.120992827496776
BCUT2D_CHGLO,0.9893266982788712
PEOE_VSA10,0.9121021448264572
qed,0.8847774933772183
SMR_VSA10,0.8307076376633116
fr_pyridine,0.8061837383362821
SMR_VSA3,0.7414919643270088
SlogP_VSA1,0.6961268334859806
SlogP_VSA8,0.6289648516813401
FpDensityMorgan1,0.6249765879552734
EState_VSA9,0.6071501483909597
